id,name,area.name,salary.from,salary.to,salary.currency,salary.gross,employer.name,snippet.requirement,snippet.responsibility,schedule.name
73118539,Senior Data Engineer (Search),Москва,,,,,Звук,"Знание Python (std_lib, GIL, magic methods). Опыт создания ETL\ELT-процедур. Знание SQL (индексы, оконные функции). Практический опыт работы с...",Поддержка/Написание etl-процессов для наполнения индексов в elasticsearch. Оптимизация запросов выгрузки данных/поисковых запросов в контакте с аналитиками. ,Полный день
71258796,Data engineer (Big Data),Москва,,,,,Tele2,Структурируем потоки данных. Построим хранилище для данных. Сделаем централизованную и прозрачную обработку данных. Подготовим витрины данных для конечных пользователей. ,Загружать данные из различных источников в Hadoop. Обрабатывать полученные данные современными программными продуктами и фреймворками. Реализовывать витрины данных для ключевых...,Полный день
77072838,Data-инженер/Дата-инженер/Инженер данных,Москва,,,,,Синергетик,"Хорошие знания SQL, опыт работы с одной из реляционной БД - PostgreSQL/MySQL/MS SQL. Понимание принципов проектирования хранилищ данных. ","Построение ETL/ELT процессов (Nifi, Airflow), решение задач по организации сбора данных из различных источников в <highlighttext>Data</highlighttext> Lake/DWH. ",Удаленная работа
76877618,CTO (Backend/data pipelines traction),Москва,6000.0,9000.0,USD,True,Grabber,Skills in working with relational and non-relational <highlighttext>data</highlighttext> and their processing. Skills in working with high-loads/multithreaded systems. ,Development and implementation of methods for analyzing and indexing new <highlighttext>data</highlighttext> source. Setting up monitoring/testing systems. With potential for...,Полный день
76567364,Data Engineer (удаленно),Москва,,,,,РОСБАНК,"Владение SQL на продвинутом уровне. Опыт работы с GreenPlum/PostgreSQL от 2 лет. Опыт оптимизации процедур, разработки на уровне хранилища...","Загрузка данных в хранилище GreenPlum, раскладка данных в детальный слой хранилища. Разработка конечных витрин. Разработка отчётности. Проработка совместно с заказчиком...",Удаленная работа
72161518,Старший дата-инженер / Senior Data Engineer,Москва,270000.0,,RUR,True,Procter & Gamble,Databricks (Python/PySpark/SQL). <highlighttext>Data</highlighttext> visualization with Power BI. A university degree (DipHE) is required. Advanced Python and SQL programming...,...<highlighttext>data</highlighttext>. Automate and optimize internal ETL processes in MS Azure. Share the best industry practices with the local <highlighttext>Data</highlighttext> <highlighttext>Engineering</highlighttext>...,Полный день
76747491,Senior Data Engineer,Москва,,,,,VSEMAYKI.RU,"Знание языка разработки Python. Опыт работы с Big <highlighttext>Data</highlighttext>. Опыт работы с различными СУБД: MSSQL, PostgreSQL, MySQL. Опыт работы с...",Построение архитектуры системы аналитики. Участие в разработке и поддержке <highlighttext>data</highlighttext> driven решений в командах. Участие в проектировании целевой архитектуры совместно...,Удаленная работа
76418617,Data Engineer/Инженер данных,Москва,75000.0,150000.0,RUR,False,АНАЛИТИКА ПЛЮС,"Высшее техническое/ математическое образование (можно неоконченное, также студенты выпускных курсов). Продвинутые навыки SQL (оптимизация запросов, оконные функции, навыки построения витрин). ","Участие в разработке, внедрении, поддержке BI решений: Создание ETL-процессов, используя внутренние и внешние источники данных. Разработка и поддержка инфраструктуры...",Удаленная работа
75966983,Data Engineer Middle,Москва,,,,,Selecty,Опыт работы в роли дата-<highlighttext>инженера</highlighttext>/ аналитика данных в продуктовых командах либо опыт участия в проектах построения DWH и <highlighttext>Data</highlighttext>...,Сбор и обработка данных из различных источников для проектов построения ML-моделей прогнозирования и ad-hoc аналитики по запросам бизнес...,Полный день
67984722,Business Data Engineer,Санкт-Петербург,,,,,Тинькофф,Высшее техническое образование. Опыт работы с базами данных в качестве разработчика от 1 года. Свободное владение SQL. Опыт проектирования объектов...,"Быть экспертом по данным: помогать аналитикам в решении вопросов с источниками данных, моделью данных DWH. Разрабатывать витрины в помощь аналитикам. ",Полный день
76683050,Data Engineer,Москва,,,,,Эр-1,"Опыт разработки <highlighttext>Data</highlighttext> pipelines на Spark/Flink с применением Luigi/Airflow/Oozie. Владение Python/Scala/Java. Уверенное знание SQL, умение...",Предвосхищать потребности конкретного клиента. Предлагать только нужные клиенту продукты сейчас. Обеспечить персонализированные омниканальные клиентские пути. Внедрять постоянные улучшения на основе...,Удаленная работа
77020036,Data Engineer (DWH),Санкт-Петербург,,,,,ITentika,Опыт работы в построении и разработке витрин данных от 3-х лет. Уверенное знание Python. Знание SQL и опыт работы...,"Разработка и поддержка DWH. Оптимизация SQL запросов, потоков загрузки данных. Проектирование потоков данных. Проектирование и разработка процессов преобразования данных (ETL...",Полный день
72373055,ML engineer/Data engineer,Москва,,,,,СБЕР,Не менее 3 лет работы в качестве <highlighttext>Data</highlighttext> <highlighttext>Engineer</highlighttext>/<highlighttext>Data</highlighttext> Analyst/<highlighttext>Data</highlighttext> Scientist. Продвинутые знания SQL и Python: опыт разработки...,"инструментов, часть задач по администрированию и мониторингу). Предоставление экспертной поддержки D-people (<highlighttext>Engineer</highlighttext>/Analyst/Scientist) трайба в части оптимизации запросов...",Полный день
76287517,Аналитик-программист (Data Engineer),Москва,100000.0,200000.0,RUR,False,ФГАНУ Социоцентр,ФГАНУ «Социоцентр» — подведомственное учреждение Министерства науки и высшего образования Российской Федерации. – Опыт разработки и использования Python и Airflow. – ,"Команда Социоцентра осуществляет организационно-техническое, информационное, методическое, экспертно-аналитическое сопровождение государственной программы «Приоритет - 2030» и федерального проекта «Передовые инженерные школы». – ",Полный день
74413626,Senior Data Engineer,Санкт-Петербург,,,,,AdRiver,Уверенное знание Java. Знание SQL для работы с Clickhouse. Опыт работы в экосистеме Hadoop. Хорошее знание Apache Spark. ,Разработка и поддержка баз данных в экосистеме hadoop (HBase/hdfs). Разработка пайплайнов по сбору и обработке реалтайм данных на базе...,Полный день
77010996,Data Engineer,Москва,,,,,USETECH,"Опыт работы с системами контроля версий (Git). Знания принципов работы БД, построения ХД. Уверенное владение Python. Опыт работы разработки ETL...","Обеспечить сбор и организовать процесс загрузки данных в аналитические системы, включая получение структурированных и неструктурированных данных из различных источников, подготовку...",Полный день
76827227,Data Engineer,Москва,,,,,BelkaCar,"Знание основных принципов проектирование корпоративных хранилищ данных, теории алгоритмов, структур данных. Отличное понимание специфики и ограничений и принципов организации БД...","Создавать и развивать мониторинг <highlighttext>data</highlighttext> pipelines, <highlighttext>Data</highlighttext> Quality, <highlighttext>Data</highlighttext> Discovery и другие системы для создания удобной и надёжной аналитической платформы. ",Удаленная работа
76826542,Data Engineer,Москва,,,,,СБЕР,"Опыт работы с любой из реляционных СУБД: Oracle, Teradata, SQL Server, MySQL, Postgres. Знание основ моделирования КХД. Владение SQL: DML...",Разработка пакетов интеграции данных ETL: Informatica Big <highlighttext>Data</highlighttext>/Informatica PowerCenter/SSIS/NiFi. Разработка корпоративного хранилища данных (КХД) на связке Hadoop...,Полный день
76957555,Data Engineer,Москва,,,,,Велесстрой,"Отсутствие высшего образования не является стопером, если вы отличный <highlighttext>инженер</highlighttext> или разработчик. Опыт проектирования аналитических систем хранения и обработки больших...","Проектирование хранилища данных. Автоматизация процессов обработки, «обогащения» и нормализации данных. Управление качеством данных. Поддержка продукта при изменениях в интерфейсах и...",Полный день
76941900,Data Engineer,Санкт-Петербург,,,,,МегаФон,Опыт разработки на Scala / Java от 3 лет. Опыт работы со Spark от 1 года. Понимание принципов оптимизации обработки данных...,Разрабатывать MLOps/autoML платформы. Проектировать структуры хранения и представления данных. Разрабатывать промышленные сервисы распределенной обработки данных для поставки данных на...,Полный день
76709695,Data Scientist,Санкт-Петербург,,,,,Space307,"Применял ML алгоритмы к табличными данным: понимаешь принципы работы основных ML методов, feature <highlighttext>engineering</highlighttext>, validation strategy. Имеешь базовое понимание статистики. ","Работать с <highlighttext>data</highlighttext> analytics, <highlighttext>data</highlighttext> <highlighttext>engineers</highlighttext> с целью разработки устойчивого пайплайна для MMM модели. Создавать ML модели для скоринга пользователей...",Полный день
76712805,Data инженер,Москва,,,,,ТекФорс Инжиниринг,"Python, навыки опытного разработчика. Apache Airflow на уровне поддержки, внедрения, разработки пайплайнов ETL. Опыт работы по направлению работы с данными...",Проектировать хранилища данных. Проектировать и реализовывать <highlighttext>data</highlighttext>-pipelines. Писать функции и хранимые процедуры для преобразования и агрегации данных. ,Полный день
73828825,Data инженер,Москва,,,,,Mediascope,"Опыт разработки на java, опыт с spring boot приложениями. Иметь базовые навыки обращения с консолью linux. Иметь базовый навык работы...",Мы - команда дата-<highlighttext>инженеров</highlighttext> в отделе прикладной разработки платформы обработки данных. В наши рабочие обязанности в настоящее время входят разработка...,Удаленная работа
75918380,Data Science Engineer (Computer Vision),Санкт-Петербург,,,,,Merk Team,"Разговорный английский не ниже B2. Экспертный опыт работы с Python и создания пакетов (Numpy, Pandas, Matplotlib, Sklearn). ","Mobile, web, desktop и embedded разработка.",Удаленная работа
75938831,Big Data Engineer (middle),Екатеринбург,,,,,КБ Уральский банк реконструкции и развития (УБРиР),"Опыт работы с большими данными: Hadoop, HDFS, Spark, Kafka. Уверенно знание SQL (PostgreSQL, GreenPlum, ClickHouse, Oracle), оптимизация запросов. ",Создание и поддержка батч и стриминговых потоков данных в облачную платформу. Мониторинг качества данных: интеграция библиотек/инструментов для поиска аномалий...,Полный день
71331696,Data Engineer/ Разработчик SQL (удаленно),Москва,,,,,РОСБАНК,"Опыт разработки GreenPlum, PostgreSQL (от 2 лет), возможно T-SQL или PL/SQL. Уверенное владение SQL, знание SSAS (tabular). ",Сбор и подготовка данных. Разработка регулярной и разовой отчетности для продуктового направления розничного бизнеса (кредитные карты). Разработка процедур на SQL...,Удаленная работа
73396605,Data Engineer,Москва,,,,,СБЕР,"Высшее техническое образование. Знание SQL на продвинутом уровне (аналитические функции, подзапросы, хранимые процедуры, оптимизация производительности, оптимизации SQL-кода). ","Участие в командных церемониях: планирование backlog, демо, ретро и т.д.. Участие в процессах построения CI, CD, НТ, внедрения. ",Полный день
76941899,Data Engineer,Москва,,,,,МегаФон,Опыт разработки на Scala / Java от 3 лет. Опыт работы со Spark от 1 года. Понимание принципов оптимизации обработки данных...,Разрабатывать MLOps/autoML платформы. Проектировать структуры хранения и представления данных. Разрабатывать промышленные сервисы распределенной обработки данных для поставки данных на...,Полный день
77114479,Data Engineer (Scala),Москва,,,,,СБЕР,"Уверенные знания Scala/Java. Уверенные знания и опыт работы от года со стеком Hadoop: HDFS, Yarn, Hive, Spark. ","Систему управления кейсами и событиями. Сервисы анализа и скоринга благонадежности. Big <highlighttext>Data</highlighttext> - Hadoop, Spark, Casandra, Elasticsearch. Backend - scala, akka, zio...",Полный день
45498560,Middle Data / ML Engineer (Персонализация),Москва,,,,,Спортмастер,Высшее техническое образование. Навыки написания сложных SQL запросов и их оптимизации. Опыт разработки и автоматизации пайплайнов обработки данных. ,"Разрабатывать, оптимизировать и поддерживать пайплайны обработки данных и машинного обучения. Реализовывать высокопроизводительные процедуры расчета витрин признаков. Развитые problem solving skills...",Удаленная работа
77053284,Senior Data Engineer,Санкт-Петербург,,,,,VSEMAYKI.RU,"Знание языка разработки Python. Опыт работы с Big <highlighttext>Data</highlighttext>. Опыт работы с различными СУБД: MSSQL, PostgreSQL, MySQL. Опыт работы с...",Построение архитектуры системы аналитики. Участие в разработке и поддержке <highlighttext>data</highlighttext> driven решений в командах. Участие в проектировании целевой архитектуры совместно...,Полный день
76133437,Data инженер,Москва,,,,,QIWI,"Коммерческий опыт работы в роли <highlighttext>data</highlighttext> <highlighttext>инженера</highlighttext> от года - обязательно. Знаешь Python. Коммерческий опыт в приоритете, но и классные pet...","Разработка архитектуры доставки, хранения и обработки данных вместе с техническими лидами проекта. Разработка новых моделей данных. Разработка и поддержка автоматизированных...",Полный день
72120422,Data Engineer,Москва,,,,,Гринатом,"Опыт работы с Apache NiFi от 1 года. Понимание основных интеграционных механизмов – синхронный обмен, асинхронный, очереди. Знание основных форматов данных...",Участие в разработке и проектировании интеграционных решений. Разработка интеграционных сценариев в Атом.Мост (Apache NiFi). Участие в масштабных проектах импортозамещения ГК...,Удаленная работа
76789901,Инженер данных (Data Engineer),Москва,,,,,Siberian Wellness,У вас есть практический опыт работы на позиции senior <highlighttext>data</highlighttext> <highlighttext>engineer</highlighttext>. Опыт работы в связке с аналитиками и <highlighttext>data</highlighttext> scientists. ,Выбор оптимального стека технологий. Проектирование баз данных/хранилищ. Построение DW/DW+Data Lake. Реализация процессов ETL/ELT; загрузка данных batch/streaming. ,Полный день
70417491,Data Engineer в команду «Сеть Продаж»,Москва,,,,,СБЕР,"Понимание принципов разработки, внедрения и сопровождения ML-решений. Опыт работы с SQL, Spark, Python, CTL, ETL.",Работа с большими объемами разнотипных данных (данные банка и Экосистемы). Построение витрин данных для разработки и применения ML-моделей. ,Полный день
75663573,Data Engineer,Москва,,,,,Selecty,"Опыт работы cо Spark/Hadoop, Kafka, HiveQL. Опыт работы с PostgreSQL, графовые DB (ArangoDB, Spark GraphX).","Текущая команда проекта ML OPS: 15 DS, 4 MLOps, <highlighttext>Data</highlighttext> <highlighttext>engineer</highlighttext>, выделенные специалисты от отделов Информационной безопасности, Devops, Инфраструктуры (K...",Полный день
76878034,CTO (Backend/data pipelines traction),Москва,6000.0,9000.0,USD,False,PolkaPad Network,Skills in working with relational and non-relational <highlighttext>data</highlighttext> and their processing. Skills in working with high-loads/multithreaded systems. ,Development and implementation of methods for analyzing and indexing new <highlighttext>data</highlighttext> source. Setting up monitoring/testing systems. With potential for...,Полный день
76949983,Data инженер,Санкт-Петербург,,,,,Газпром ЦПС,"Опыт построения хранилищ данных по методологиям <highlighttext>Data</highlighttext> Vault 2.0, Anchor Modeling, 3НФ. Знание SQL на экспертном уровне, опыт...","Разработка структуры слоев хранилища данных, включая витрины данных. Автоматизация подготовки данных для задач аналитики и ML. Оптимизация запросов. ",Полный день
76854529,Data engineer/аналитик витрин данных (без ML),Москва,,,,,СБЕР,"Уверенное знание SQL. Уверенное знание регулярных выражений. Опыт в области бизнес и системного анализа не менее 2 лет, желательно в...",Мы разрабатываем новую инновационную Платформу управления операционными рисками Сбера. Разработка аналитических витрин по различным видам операционного риска с использованием вариаций...,Полный день
73135054,Data engineer (Scala/Spark),Москва,,,,,Лига Цифровой Экономики,Опыт с ETL. Опыт работы с Airflow. Знание Scala. Опыт разработки Apache Spark приложений на Scala. Опыт работы с HDFS...,Банковский проект по созданию региональной отчетности по финансовому результату с детализацией до сделки. Твои задачи: Разработка витринных потоков на стеке...,Полный день
76653766,Data engineer,Москва,,,,,СБЕР,Не менее 3-х лет работы в качестве <highlighttext>Data</highlighttext> <highlighttext>Engineer</highlighttext> / <highlighttext>Data</highlighttext> Analyst / ETL Developer. Знание SQL на продвинутом уровне (аналитические...,"...по вопросам работы с данными. Предоставление экспертной поддержки внутренним потребителям (<highlighttext>data</highlighttext> analysts, <highlighttext>data</highlighttext> scientists) по вопросам, связанным с использованием данных.",Полный день
73436694,Data Engineer (Spark developer),Москва,,,,,Axenix (ранее Accenture),"Имеешь опыт от 4+ лет опыта коммерческой разработки, а также опыт менторства разработчиков и постановки задач. Обладаешь опытом разработки...",Участие в амбициозном проекте по разработке отечественного решения по анализу и обработке большого объема данных. Разработка и оптимизация алгоритмов процессинга...,Удаленная работа
76913797,Data-Scientist / Дата-сайентист,Москва,,,,,Employcity,"Уверенное владение Python. Опыт работы с <highlighttext>Data</highlighttext> Science библиотеками и фреймворками такими как pandas, sklearn, scipy, matplotlib, catboost и др. ",Извлечение признаков из данных для применения алгоритмов машинного обучения (Feature <highlighttext>Engineering</highlighttext>). Разработка предиктивных моделей. Планирование проведения и анализ A/B...,Полный день
76778233,Data engineer,Москва,,,,,VK,Опыт программирования на языке Python. Отличное знание SQL. Опыт работы с Hadoop — от 1 года. Навыки работы с Airflow. ,"Создание новых и поддержка существующих сервисов для анализа данных. Построение и оптимизация <highlighttext>data</highlighttext>-pipelines, ETL процессов. Проектирование и разработка витрин.",Полный день
76969653,Data Engineer (Middle/Senior/Lead),Москва,,,,,Синимекс,"Опыт разработки на Spark / PySpark. Опыт проектирования и разработки потоков данных, алгоритмов загрузки и обработки данных в Hadoop / Greenplum / ClickHouse. ",Разработка End2End процессов формирования витрин данных в Hadoop на фреймворке Spark. Разработка ETL-алгоритмов и витрин данных (Apache...,Полный день
76679805,Инженер данных / Data Engineer,Москва,,,,,Леруа Мерлен,Опыт оптимизации больших запросов с объединением 10 и более таблиц и подзапросами. Разработка функций и процедур с обработкой ошибок (блок...,Разработка витрин для отчетов в базе данных PostgreSQL. Интеграция данных из различных сервисов в GreenPlum. Настройка <highlighttext>Data</highlighttext> Quality.,Полный день
76867392,Data Engineer,Москва,,,,,ANCOR,"Ability to build effective cooperation with providers to integrate BI systems, <highlighttext>data</highlighttext> change processes etc. Good understanding of Sales Process...",...of additional <highlighttext>data</highlighttext> sources being added to the <highlighttext>Data</highlighttext> Warehouse with the existing <highlighttext>data</highlighttext> architecture and document the <highlighttext>data</highlighttext> sources. ,Полный день
76771284,Data Engineer (HRTech),Москва,,,,,Ренессанс Банк,Технический бэкграунд (ИТ/математика/физика). Опыт работы на аналогичной должности от 3-х лет. Знакомы с теорией баз данных и...,Cоздание и развитие DWH (<highlighttext>Data</highlighttext> Warehouse) в HR. Разработка удобных и полезных дэшбордов и систем поддержки принятия решений для <highlighttext>Data</highlighttext>...,Полный день
75525600,Data Engineer (Ранжирование),Москва,,,,,СБЕР,Понимания как работают сложные системы по обработке данных или сильное желание в этом разобраться. Опыт промышленной разработки python/java/scala...,Разрабатывать и оптимизировать пайплайны обработки данных на python от логов nginx до записи в ClickHouse. Создавать и развивать ETL слоя...,Гибкий график
76712124,Data Engineer (СПб),Санкт-Петербург,,,,,Монополия,"Уверенные знания SQL (PostgreSQL). Владение Python. Опыт работы с Airflow, DBT либо аналогичными инструментами. Будет плюсом понимание принципов работы Apache...",Разработка и поддержка пайплайнов данных. Поддержка ETL-процессов. Формирование и доработка витрин данных. Сопровождение процессов тестирования качества данных.,Полный день
76817704,"Data Engineer (Scala, near-realtime)",Санкт-Петербург,,,,,Самокат (ООО Умное пространство),Опыт разработки с использованием Apache Spark. Опыт и навыки работы с реляционными базами данных. Знание базовых алгоритмов и структур данных. ,Реализация сервисов потоковой (near-realtime) обработки данных. Разработка компонентов ETL-фреймворка. Участие в развитии процессов и фрэймворков команды разработки.,Удаленная работа
76939629,Data Engineer/Analyst DWH (Управление валидации),Москва,,,,,СБЕР,Знание SQL на хорошем уровне. Умение читать и разбираться в чужом коде. Работа со сложными SQL запросами и большими объемами...,"Взаимодействие с разработчиками моделей (<highlighttext>Data</highlighttext> Scientists) и витрин с целью сбора данных. Аналитика используемых источников (промышленные, пользовательские и т.д...",Полный день
75863463,"Data Engineer (""Платформа экспериментов"")",Москва,,,,,Okko,"Уверенное знание Clickhouse, Postgres, HDFS. Знание Python. Понимание, чем отличается <highlighttext>data</highlighttext> vault, якорная модель, снежинка, звезда. Опыт работы с kafka. ",Внедрение ETL-процессов на Airflow. Участие в проектировании горячего и холодного хранилища для платформы эксперименты. Участие в построении DWH. ,Полный день
76907060,"Data Engineer Middle /Senior, Remote",Москва,,,,,Новео,"Хорошее понимание дисциплин: статистика, информатика, <highlighttext>инженерия</highlighttext>, прикладная математика или любые другие смежные дисциплины. Опыт работы от 1,5 лет с...","Сбор и формализация потребностей пользователей в анализе. Подготавливать, использовать и исследовать все источники данных в хранилище данных. Контролировать качества данных. ",Полный день
75634437,Data engineer (middle+),Москва,,,,,билайн,Умеешь проектировать базы данных (знает <highlighttext>Data</highlighttext> Vault 2.0 например). Понимаешь принципы работы реляционных СУБД и HDFS. Имеешь представление о...,"Обобщаем все клиентские взаимодействия с компанией в одну историю, под одним универсальным идентификатором. Прогнозируем и корректируем общую выручку от клиента...",Удаленная работа
76830296,Data Engineer в блок Управление Благосостоянием,Москва,,,,,СБЕР,"Опыт работы с инструментами Hadoop (Hive, Spark, Oozie, HDFS, YARN), понимание внутренней архитектуры. Опыт работы с ведущими СУБД (Teradata, Oracle...",Участие в разработке витрин данных с использованием инструментов Hadoop и Greenplum. Разработка интеграционных решений между хранилищем данных и мобильными сервисами. ,Полный день
76693962,Data Engineer,Москва,,,,,АЛРОСА Информационные технологии,Опыт проектирования и разработки архитектуры БД. Опыт работы c MPP системами (Greenplum). Опыт разработки Python и Java/Scala. ,"Сбор, обработка и парсинг ""сырых"" данных. Поддержка и развитие корпоративного хранилища данных. Определение потребностей и требований бизнес-пользователей. ",Полный день
75864279,"Data Engineer (""Платформа экспериментов"")",Санкт-Петербург,,,,,Okko,"Уверенное знание Clickhouse, Postgres, HDFS. Знание Python. Понимание, чем отличается <highlighttext>data</highlighttext> vault, якорная модель, снежинка, звезда. Опыт работы с kafka. ",Внедрение ETL-процессов на Airflow. Участие в проектировании горячего и холодного хранилища для платформы эксперименты. Участие в построении DWH. ,Полный день
76809540,Data Scientist,Москва,,,,,Reckitt,"У вас глубокие знания в ML, DL. Есть опыт реализации проектов в области <highlighttext>data</highlighttext> science, и вы готовы о них...",Поддержка и развитие запущенных проектов (в команде с дата-<highlighttext>инженером</highlighttext>): Сегментация и кластеризация данных. Определение оптимальных значений. Модель рекомендаций товаров. ,Полный день
76536492,Data engineer в СберМаркет,Москва,,,,,СберМаркет,"Уверенное знание SQL, умение строить сложные запросы и оптимизировать производительность. Опыт разработки на Python (мы используем Airflow). Опыт работы с...","Автоматизацией <highlighttext>data</highlighttext>-pipelines, ETL процессов. Поиском ошибок и аномалий в данных, автоматизацией проверок качества данных. Подготовкой витрин данных. ",Полный день
69310084,Senior Data Engineer (проект CVM),Москва,,,,,"МАГНИТ, Розничная сеть","Опыт построения и автоматизации ETL/ELT процессов. Понимание механизмов CI/CD. Опыт работы с облачными платформами (YC, AWS, Azure) будет...","Участие в проектах машинного обучения (разработка процессов тестирования, проверка <highlighttext>Data</highlighttext> Quality, стандартизация разработки). Развитие MLOps практик в команде. ",Удаленная работа
76717696,Data Engineer,Екатеринбург,,,,,билайн,"СУБД – PostgreSQL, Greenplum, Aerospike, Oracle, SQL Server. Опыт разработки на Spark, Scala от 2 лет. Знание стека: Hadoop, Airflow, PostgreSQL...","Анализ требований к витринам данных (взаимодействие с владельцем продукта, BI-разработчиками, <highlighttext>data</highlighttext> scientist-ами). Поиск и исследование источников данных для...",Полный день
67996180,Senior Data engineer,Москва,,,,,Спортмастер,"Уверенное владение Python. Опыт использования эко-системы Hadoop: HDFS, Apache AirFlow, Hive, Kafka,Spark. Знание SQL. Опыт работы с реляционными...","Реализация ETL в Hadoop (с помощью Airflow). Работа с различными источниками данных: Oracle, MS SQL, API личных кабинетов, микросервисы. ",Полный день
76940548,Data engineer (ETL),Москва,,,,,IBS,...ETL инструментов: Informatica PowerCenter / IBM Datastage / Oracle <highlighttext>Data</highlighttext> Integrator / Talend <highlighttext>Data</highlighttext> Integration / Pentaho <highlighttext>Data</highlighttext> Integration / Apache Airflow / Apache Oozie. ,Проектировать и разрабатывать потоки для загрузки данных в хранилище. Проектировать и реализовывать слои детальных данных. Проектирование и разработка корпоративной аналитической...,Полный день
74352505,Data engineer,Москва,,,,,Работут,Не менее 2-х лет работы в качестве <highlighttext>Data</highlighttext> <highlighttext>Engineer</highlighttext> / <highlighttext>Data</highlighttext> Analyst / ETL Developer. Знание SQL на продвинутом уровне (аналитические...,"...по вопросам работы с данными. Предоставление экспертной поддержки внутренним потребителям (<highlighttext>data</highlighttext> analysts, <highlighttext>data</highlighttext> scientists) по вопросам, связанным с использованием данных.",Удаленная работа
76521164,Junior developer/data engineer BI,Москва,60000.0,80000.0,RUR,True,Первый Бит,Мотивацию на развитие в направлении BI. Оконченное высшее техническое/математическое/ит образование (или также студент последнего курса бакалавриата или магистратуры). ,"Внедряем, дорабатываем, поддерживаем системы бизнес-аналитики. Делаем проекты по миграции данных и переходу с зарубежных на российские BI системы. ",Полный день
67996146,Data engineer,Москва,,,,,Спортмастер,"Уверенное владение Python. Опыт использования эко-системы Hadoop: HDFS, Apache AirFlow, Hive, Kafka,Spark. Знание SQL. Опыт работы с реляционными...","Реализация ETL в Hadoop (с помощью Airflow). Работа с различными источниками данных: Oracle, MS SQL, API личных кабинетов, микросервисы. ",Полный день
76678681,Data engineer (middle),Москва,,,,,ЛУКОЙЛ,"Опыт работы на позиции <highlighttext>data</highlighttext> <highlighttext>engineer</highlighttext> от 1-3 лет. Понимание основных концепций из области <highlighttext>Data</highlighttext> Warehouse (Инмон, <highlighttext>Data</highlighttext> Vault...","Развитие хранилища данных ядром которого является Greenplum. Обеспечение непрерывной работы кластера greenplum, мониторинг состояния кластера и нагрузки. Написание DAG airflow...",Полный день
76828183,Middle Data Engineer,Москва,,,,,СБЕР,"Опыт создания ETL процессов. Python для анализа и преобразования(pandas, numpy). SQL (уверенное владение, написание сложных запросов, оптимизация запросов). ","Выстраиванием pipeline по сбору и обработке данных. Проектированием и разработкой ETL-потоков данных, перемещение и хранение информационных массивов. ",Полный день
76605571,Senior Data Engineer [CJ Monitoring & Discovery],Москва,,,,,МТС,Понимание моделей данных и принципов устройства хранилищ данных. Знание SQL и Python. Знание стека Hadoop/Hive/Spark и опыт работы...,Настраивать и автоматизировать проверки качества данных. Участвовать в построении правильной архитектуры данных <highlighttext>data</highlighttext>-платформы. Участвовать в определении технологического стека.,Гибкий график
