id,name,area.name,salary.from,salary.to,salary.currency,salary.gross,employer.name,snippet.requirement,snippet.responsibility,schedule.name
75567271,Инженер поддержки приложений L2,Москва,,,,,билайн,Опыт работы с Linux от 3х лет. Оркестратор Kubernetes. Опыт работы с приложениями на Java. Преимуществом будет:,"Участие в разработке и дальнейшей эксплуатации разрабатываемой MDM системы. Поддержа Dev, Test, UAT стендов. Настройка мониторинга и продумывание точек мониторинга. ",Полный день
69772122,Реверс-инженер,Москва,,,,,ИнфоТеКС,"Понимание внутреннего устройства операционных систем Windows, Linux. Опыт использования инструментов дизассемблирования (IDA Pro, Ghidra, Radare2). Понимание дизассемблированного и декомпилированного...",Моделирование угроз (Threat-Modeling). Исследование ПО методами реверс-инжиниринга (Reverse <highlighttext>engineering</highlighttext>). Проведение фаззинг-тестирования (Fuzzing). Разработка инструментов для проведения исследований. ,Сменный график
66732985,Архитектор данных,Санкт-Петербург,,,,,Газпром нефть,"Знание мировых практик в области <highlighttext>Data</highlighttext> Governance и <highlighttext>Data</highlighttext> Management. Знание общих принципов процессов добычи нефти и газа, знание SQL...","...системами и хранилищем. Создавать единую базу знаний компании посредством наполнения бизнес-глоссария. Создавать единый каталог данных компании, строить <highlighttext>data</highlighttext>-lineage.",Полный день
77482597,FullStack Developer (80% Java + 20% React),Санкт-Петербург,,5000.0,USD,True,Дартс рекрутинг сервисез,"The Paxos and Consensus Algorithms. The Hadoop ecosystem. Replicating <highlighttext>data</highlighttext> between on premise and clouds such AWS, Azure, Google, etc.","Design, build and maintain a top-class UI for WANdisco’s <highlighttext>data</highlighttext> migration products. Working with a global team of...",Полный день
75772432,Security engineer/инженер по информационной безопасности,Москва,,,,,АйТиИ Экспо Интернешнл,You have experience as a Security <highlighttext>engineer</highlighttext>. You have demonstrable production grade experience with. Good knowledge in security appliances (PA...,"Work in a cross-functional portfolio team alongside peers from <highlighttext>Data</highlighttext> and Systems Integration. Assess new technologies, build PoCs and...",Полный день
77487594,Senior Software Engineer,Москва,,,,,Ventra,"MS/PhD in Computer Science, Electrical <highlighttext>Engineering</highlighttext> or Mathematics, or equivalent industrial experience preferred. Experienced in IC physical design, with...","Research, design, and development of the algorithms for standard cell layout automation, including device placement, intra-cell routing and DRC...",Удаленная работа
76859360,Ведущий дата-инженер,Москва,,,,,Mediascope,Опыт работы или интерес к сфере Качества данных/<highlighttext>Data</highlighttext> Quality. Интерес к техническому писательству. Опыт работы или активное взаимодействие с...,Группа мониторинга платформы данных следит за корректностью и своевременностью отработки ETL-pipelin'ов обработки данных для отправки клиентам. ,Полный день
74376558,Методолог по управлению мастер-данными,Москва,,,,,МТС,"Понимание состава практик управления основными данными (mdm/rdm). Понимание подхода <highlighttext>Data</highlighttext> Mesh, его применения для работы с основными данными. ",Проработать подход с централизацией/децентрализацией управления основными данными. На основе общих подходов формировать детальные инструкции для продуктов Экосистемы (телеком/финансы...,Полный день
76269193,Lead Data Analyst (Ташкент),Москва,,,,,«UZUM TECHNOLOGIES».,Уверенное знание теории вероятности и математической статистики. Возможность брать много ответственности — наши <highlighttext>инженеры</highlighttext> самостоятельно драйвят большие и сложные фичи внутри...,Анализировать продукт. A/B тестирование.,Полный день
77483639,Java developer (Cyprus),Москва,,,,,Финдев,"Знать, что такое API driven design. Имеет опыт с messaging frameworks (типа Kafka, JMS, MQ и т.д.). ","Широкий и сложный спектр задач, связанный с автоматизацией управления портфелями фонда. Тесное ежедневное взаимодействие с коллегами из США (прокачиваем английский...",Удаленная работа
76144192,DevOps инженер,Москва,,,,,Вкусно — и точка,"Высшее техническое образование или релевантный опыт в соответствующей области. Опыт работы с облачными провайдерами IaaS (AWS, Yandex Cloud, SberCloud и...",Управлять ресурсами существующих и планируемых облачных провайдеров. Создавать и изменять параметры ВМ в облаке. Осуществлять подготовку и первичную настройку гостевых...,Полный день
77314444,Backend Developer (Java+Kotlin),Москва,,,,,Леруа Мерлен,"Опыт коммерческой разработки на Java/Kotlin от 3-х лет. Знание Java/Kotlin, Spring Boot. Понимание принципов микросервисной архитектуры. ","Разработка серверной части высоконагруженных систем на Java/Kotlin. Совершенствовать процессы разработки, проводить code review, а так же писать unit-тесты. ",Полный день
69772060,Реверс-инженер,Санкт-Петербург,,,,,ИнфоТеКС,"Понимание внутреннего устройства операционных систем Windows, Linux. Опыт использования инструментов дизассемблирования (IDA Pro, Ghidra, Radare2). Понимание дизассемблированного и декомпилированного...",Моделирование угроз (Threat-Modeling). Исследование ПО методами реверс-инжиниринга (Reverse <highlighttext>engineering</highlighttext>). Проведение фаззинг-тестирования (Fuzzing). Разработка инструментов для проведения исследований. ,Сменный график
77471605,Старший инженер по внедрению (SberWorks),Москва,,,,,СБЕР,Основные компетенции (обязательно): Опыт работы в ИТ от 1 лет / студент технического вуза (от 4 курса). Образование computer science. ,"От работы SafeData зависит, как быстро команды разработчиков и <highlighttext>Data</highlighttext> Scientist’ов смогут получать качественные безопасные базы для тестирования своих...",Полный день
76761997,Java Developer / Senior Java Developer / Ведущий программист Java,Москва,,,,,Renaissance Capital,Experience in creating web interfaces. Experience with NoSQL and Big <highlighttext>Data</highlighttext>. Knowledge of stock or money markets and financial instruments.,Participate in developing of the in-house trading system. Extend and practice your skills in high load systems and low...,Полный день
75783684,Системный аналитик в команду сбора статистики,Санкт-Петербург,,,,,2ГИС,Опыт работы в IT проектах от 1 года. Опыт составления технических требований и документации и донесения их до команд разработки. ,"Описывать, в каком формате и какие события требуется собирать с платформ для корректной оценки фичи. Согласовывать и документировать требования. ",Удаленная работа
77448980,Backend Developer C# (Remote),Москва,1500.0,3500.0,USD,False,LATOKEN,"Beginning С#, .Net. Degree qualified in Computer <highlighttext>Engineering</highlighttext> / Math / Finance or quantitative discipline from top universities. Hardworking and diligent. ","Contribute to <highlighttext>engineering</highlighttext> of various back-end services of the Trading Bots Platform, such as market <highlighttext>data</highlighttext> connectors, smart routing...",Удаленная работа
70837691,Java Developer,Москва,,,,,Axenix (ранее Accenture),"Применяешь на практике Spring Boot, Spring <highlighttext>Data</highlighttext>, Spring Security. Имеешь опыт создания распределённых систем с большой нагрузкой. На всю катушку...","Чувствуешь себя как рыба в воде в Spring и его экосистеме. Проводишь код ревью, быстро выявляешь типичные ошибки в коде. ",Удаленная работа
76937998,"Программист C#, SQL",Москва,,,,,ПАГ,"Высшее образование/неполное высшее (техническое). Понимание принципов объектно-ориентированного программирования и построения реляционных баз данных. Знание C#, WPF, MS SQL. ","Участие в проектах по внедрению и развитию автоматизированных информационных систем для промышленных предприятий. Тестирование, частичная разработка, ввод в эксплуатацию и...",Полный день
70699968,Middle QA Automation Engineer,Москва,,,,,ГПМ Партнер,Высшее техническое образование. Практический опыт работы в области тестирования не менее 2-х лет. Знание видов и методик тестирования. ,Разработка автоматических тестов (python). Разработка сценариев нагрузочного тестирования. Обеспечение контроля качества данных после выполнения ETL / ELT процессов. Встраивание тестирования в...,Полный день
77137950,Эксперт инженерных данных (EDM \ управление инженерными данными),Москва,,,,,НИПИГАЗ,"Высшим техническим образованием. Опытом работы не менее 3 лет, в области проектирования промышленных объектов (предпочтительно, на стороне EPC/EP подрядчика...",Обеспечение исполнения обязательств и выполнения работ по договору в части информационного менеджмента. Проводить консультации по разъяснениям проектных процедур. ,Полный день
77448979,Backend Developer C# (Remote),Санкт-Петербург,1500.0,3500.0,USD,False,LATOKEN,"Beginning С#, .Net. Degree qualified in Computer <highlighttext>Engineering</highlighttext> / Math / Finance or quantitative discipline from top universities. Hardworking and diligent. ","Contribute to <highlighttext>engineering</highlighttext> of various back-end services of the Trading Bots Platform, such as market <highlighttext>data</highlighttext> connectors, smart routing...",Удаленная работа
67265720,Group Chief risk officer (Russia and CEE),Москва,,,,,Мокка,"...possible, knowledge of latest IT and <highlighttext>data</highlighttext> science tools and automation solutions, and new <highlighttext>data</highlighttext> sources for risk management processes. ","Working closely with the <highlighttext>Data</highlighttext> Science team and <highlighttext>Data</highlighttext> infrastructure team to develop solutions for timely <highlighttext>data</highlighttext> capture, portfolio monitoring...",Полный день
76968263,Руководитель департамента разработки ИТ-решений,Москва,,,,,билайн,"Понимание каскадной модели, Cleanroom Software <highlighttext>Engineering</highlighttext>, Agile methodologies, Rational Unified Process. Знание рынка BSS систем, знание новейших инструментов и подходов...","Управление, развитие и организация подразделений разработки, тестирования и релиз-менеджмента, позволяющих обеспечить эффективный процесс разработки, тестирования и релиз-менеджмента. ",Полный день
77422406,"Ведущий инженер, администратор приложений (Senior)",Москва,,,,,билайн,"Хороший опыт в администрировании Windows Server и Linux. Опыт администрирования веб-серверов (IIS, nginx). Опыт использования Elasticsearch. Умение построения и...","Администрирование приложений на основе платформы Nginx, HAProxy, Docker, Kubernetes, Kibana, Zabbix. Анализ работы сервера приложений и решение инцидентов. ",Удаленная работа
75783683,Системный аналитик в команду сбора статистики,Москва,,,,,2ГИС,Опыт работы в IT проектах от 1 года. Опыт составления технических требований и документации и донесения их до команд разработки. ,"Описывать, в каком формате и какие события требуется собирать с платформ для корректной оценки фичи. Согласовывать и документировать требования. ",Удаленная работа
76468720,"Senior Project Manager (highrise, landmark project)",Москва,,,,,Prime Property Group,"Bachelor degree in Civil <highlighttext>Engineering</highlighttext> or other related fields. Knowledge of software: AutoCad 2D, MS Office. Solid knowledge of...","Monitor and facilitate the project execution, project administration, correspondence, flow of information and <highlighttext>data</highlighttext>. Attend progress and technical meetings and...",Полный день
70972872,"Инженер данных (качество сервисов,SLA)",Санкт-Петербург,,,,,"СИБУР, Группа компаний","Умение разрабатывать DAG на python c целью автоматизации методик расчета SLA. Знание интерфейсов, методов управления разработкой и конфигурациями. ","Ведение переписки по обработке SR с на английском языке. Расследование инцидентов от команды разработки и <highlighttext>Data</highlighttext> Science, связанных с производительностью...",Полный день
77088238,Архитектор DWH,Москва,,,,,Cotton Club (Коттон Клаб),Высшее техническое образование. Опыт работы более 3 лет в качестве <highlighttext>Data</highlighttext> <highlighttext>Engineer</highlighttext>. Опыт разработки и поддержки витрин и хранилищ данных...,Разработка целевой архитектуры хранилища данных компании. Реализация структуры базы данных и ETL. Контроль работы подрядчиков по реализации ETL и наполнения...,Полный день
76393107,Product Manager (Mobile Apps),Санкт-Петербург,,,,,Love Astrology and Horoscope Compatibility by Yodha Nepalese Vedic Center Ltd,"Clear communication skills when delivering your points of view through <highlighttext>data</highlighttext>, insight, and customer impact. An eye for great UX...","...user research, collecting feedback from cross-functional teammates, diving into <highlighttext>data</highlighttext>, and competitive analysis. Own the features through the entire...",Удаленная работа
76611551,Архитектор по работе с партнёрами в Yandex Cloud,Москва,,,,,Яндекс,Развивать партнёров: оценивать их навыки и создавать планы технического развития навыков для работы с Yandex Cloud. Знакомы с большой тройкой...,"Обязанности: Консультировать партнёров, которые строят <highlighttext>Data</highlighttext> Platform на базе Yandex Cloud. Участвовать в создании материалов для обучения стеку <highlighttext>Data</highlighttext> Platform. ",Полный день
77434813,Senior Product Manager - VAS (Value Added Services),Москва,,,,,Cornerstone Russia,"Bachelor's or Master's degree in business, marketing, <highlighttext>engineering</highlighttext>, or related field. 5+ years of experience in product...",Work with <highlighttext>engineering</highlighttext> teams to define technical requirements and ensure that product development is on track. Lead and manage the...,Полный день
77419291,Senior Архитектор в Golden Record (Big Data),Москва,,,,,МТС,Опыт участия в проектах по созданию и развитию и моделированию данных DWH/<highlighttext>Data</highlighttext> Lake/MDM/RDM от 3-х лет. ,Проанализировать применимость систем класса CDC (change <highlighttext>data</highlighttext> capture) либо паттерна transactional outbox или других паттернов для интеграции с legacy-системами...,Гибкий график
77416791,Инженер по информационной безопасности,Москва,,,,,Леруа Мерлен,Опыт работы <highlighttext>инженером</highlighttext> по ИБ от 2-х лет. Опыт администрирования средств защиты информации в корпоративной среде. Знания в области...,"Администрирование и эксплуатация средств защиты информации: антивирусная защита, EDR, защита БД, защита AD, FS и EDGE-устройств, защита от DDoS...",Полный день
73587095,Routing and Quality Manager (Voice),Москва,100000.0,,RUR,False,Lanck Telecom,"You have experience in telecommunications (mobile, IP-telephony, Internet telecommunication technologies, working with telecom operators, roaming). Higher technical education. ","Develop the region in terms of traffic volumes, new streams, vendors, costs. Managing processes between sales and <highlighttext>engineering</highlighttext> related to...",Полный день
70973447,English tutor for IT,Москва,,,,,Яндекс,Have been teaching English for more than three years. Are fluent in English (C1-C2 level) and have...,"You will work approximately 25 hours every week, providing online one-to-one lessons to 8 or more students twice...",Удаленная работа
75803754,English tutor for IT,Москва,,,,,Яндекс,Have been teaching English for more than three years. Are fluent in English (C1-C2 level) and have...,"You will work approximately 25 hours every week, providing online one-to-one lessons to 8 or more students twice...",Удаленная работа
76758902,Product Manager Global (международный рынок),Москва,,,,,Группа Самолет,"2+ years of experience in managing people (Product Owners at our Spaceship directly manage <highlighttext>Engineering</highlighttext>, Operations, and Design). ",Work closely with Design and UX Research to define customer journey and create amazing user experience; liaise with <highlighttext>Engineering</highlighttext> to...,Удаленная работа
67514249,Routing and Quality Manager (Voice),Санкт-Петербург,100000.0,,RUR,False,Lanck Telecom,"You have experience in telecommunications (mobile, IP-telephony, Internet telecommunication technologies, working with telecom operators, roaming). Higher technical education. ","Develop the region in terms of traffic volumes, new streams, vendors, costs. Managing processes between sales and <highlighttext>engineering</highlighttext> related to...",Полный день
70973465,English tutor for IT,Санкт-Петербург,,,,,Яндекс,Have been teaching English for more than three years. Are fluent in English (C1-C2 level) and have...,"You will work approximately 25 hours every week, providing online one-to-one lessons to 8 or more students twice...",Удаленная работа
76094528,Scala Team Lead,Москва,,,,,Криптонит,"Профильное образование: информационные технологии, статистика, математика. Опыт коммерческой разработки от 5-7 лет. Опыт разработки на Scala или Java от...","Техническое руководство группой разработчиков, декомпозиция задач, ревью кода. Реализация серверной части веб-приложений, связанных с обработкой и отображением больших данных. ",Полный день
75525836,Ведущий инженер (поддержка и эксплуатация бизнес приложений),Москва,,,,,билайн,"Мы рассчитываем, что ты владеешь этим опытом и навыками: Опыт администрирования Windows Server,Linux. Опыт администрирования nginx, MS IIS. ","Администрирование серверов приложений My Beeline на основе платформы Nginx, HAProxy, Docker, Kubernetes, Kibana, Zabbix. Анализ и решение инцидентов (Анализ работы...",Полный день
76094457,Scala Team Lead,Санкт-Петербург,,,,,Криптонит,"Профильное образование: информационные технологии, статистика, математика. Опыт коммерческой разработки от 5-7 лет. Опыт разработки на Scala или Java от...","Техническое руководство группой разработчиков, декомпозиция задач, ревью кода. Реализация серверной части веб-приложений, связанных с обработкой и отображением больших данных. ",Полный день
76094716,Senior DevOps engineer/DevOps engineer (Kubernetes),Москва,,,,,Криптонит,"Представление о процессах <highlighttext>Data</highlighttext> <highlighttext>Engineering</highlighttext> (получение, обработка, хранение, анализ данных). Умение создавать пайплайны CI/CD. Интерес к технологиям обработки данных...","Автоматизация механизмов развертывания и настройки операционной системы, платформы оркестрации контейнеров и инфраструктурных сервисов. Автоматизация всех рутинных/повторяющихся процессов, реализация концепции...",Гибкий график
77318233,Специалист по данным,Москва,,,,,Багерстат Рус,"Опыт работы от 3-х лет аналитиком, специалистом по данным, <highlighttext>инженером</highlighttext> данных. Опыт работы с: СУБД MS SQL, языками SQL...",Поддержка текущей системы аналитики. Развитие отчетности в системе по ТЗ аналитиков и экспертов. Развитие корпоративной ИТ платформы аналитики. ,Полный день
77471363,Инженер-администратор (SberWorks),Москва,,,,,СБЕР,Знание SQL (junior+ и выше). СУБД Oracle и PostgreSQL на уровне Администратора – обязательно. Linux на уровне Администратора – обязательно. ,Администрирование и сопровождение СУБД Oracle и PostgreSQL. Сопровождение этапов CDL CDP. Сопровождение внутренних продуктов компании – «SafeData» и «Перекладчик обезличенных данных». ,Полный день
77389302,DS Team Lead (Sales),Москва,,,,,СБЕР,Высшее техническое/математическое/экономическое образование. Опыт работы на аналогичной позиции 4+ года. Опыт управления командой. Теория: - Теория вероятностей. - ,"Команда, отвечающая за AI трансформацию бизнеса Департамента Глобальных Рынков (ДГР) Сбера. В нашей компетенции — создание, тестирования и вывод в промышленную...",Полный день
75803785,English tutor for IT,Санкт-Петербург,,,,,Яндекс,Have been teaching English for more than three years. Are fluent in English (C1-C2 level) and have...,"You will work approximately 25 hours every week, providing online one-to-one lessons to 8 or more students twice...",Удаленная работа
77412913,Руководитель группы аналитики данных,Москва,,,,,Ozon,"Высшее образование в области программной <highlighttext>инженерии</highlighttext>, анализа данных, математики, экономики. Опыт работы аналитиком данных от 2-х лет. ",Погружение во внутренние операции на сортировочных центрах (СЦ) Озон Логистики. Лидирование проекта со стороны аналитики по расчету метрики производительности сотрудников...,Полный день
77055943,DevOps инженер в команду автоматизации взаимодействия с государственными органами,Москва,,,,,Райффайзен Банк,Знание операционных систем семейства Linux на уровне администратора. Опыт системного администрирования/сопровождения (в том числе функциональной поддержки) бизнес-приложений на...,"Java 8, 11. Spring (Boot, <highlighttext>Data</highlighttext>, Integration, Cloud, Security). React. DB2, PostgreSQL. Gitlab. SonarQube. Active MQ. Zabbix, ELK, Grafana...",Полный день
76094792,Senior DevOps engineer/DevOps engineer (Kubernetes),Санкт-Петербург,,,,,Криптонит,"Представление о процессах <highlighttext>Data</highlighttext> <highlighttext>Engineering</highlighttext> (получение, обработка, хранение, анализ данных). Умение создавать пайплайны CI/CD. Интерес к технологиям обработки данных...","Автоматизация механизмов развертывания и настройки операционной системы, платформы оркестрации контейнеров и инфраструктурных сервисов. Автоматизация всех рутинных/повторяющихся процессов, реализация концепции...",Гибкий график
72376226,Senior Product Owner Anti-Fraud,Москва,,,,,"МАГНИТ, Розничная сеть","Заряжен темой информационной безопасности, целости и сохранности денег и информации компании и пользователей. Умеешь внедрять прозрачные процессы продуктового дискавери и...","Собирать и руководить кросс-функциональной командой <highlighttext>Data</highlighttext> Analysts, <highlighttext>Data</highlighttext> <highlighttext>Engineers</highlighttext>, <highlighttext>Data</highlighttext> Scientists, проджектов, системных аналитиков, (+ потенциально IT-разработчиков), бизнес...",Полный день
76377453,"Senior Front End Developer (React, Python), to Armenia",Москва,,,,,SCHNEIDER GROUP,Bachelor or Master Degree in Computer Science and/or SW <highlighttext>Engineering</highlighttext>. 4+ years of relevant experience (Fullstack preferable). ,Development of navigation systems for research (GPS based). Develop new user-facing features. Build reusable code and libraries for future...,Полный день
77436377,Старший системный инженер,Москва,,,,,Ростелеком - Центры обработки данных,Участие в масштабном проекте федерального значения по миграции ITSM-системы (на основе ПО IFS assyst) на ESMP Service Manager. ,"Работа с большими объемами данных с помощью ETL-инструментов (assyst Enterprise Transformation Manager, Pentaho <highlighttext>Data</highlighttext> Integration). Требования: Администрирование серверов MS...",Полный день
73863330,Project Engineer,Москва,,,,,Нова Энерджис,...work experience in an office. Bachelor’s Degree in Civil <highlighttext>Engineering</highlighttext> or related fields. English - confident working level is required.,Analysis of <highlighttext>data</highlighttext> on the scope of required materials for installation and appropriate corrective actions. Perform full control over the...,Полный день
76531393,"Администратор баз данных Oracle, Postgres",Екатеринбург,,,,,МегаФон,"Желателен работы с Oracle Cloud Control, Oracle <highlighttext>Data</highlighttext> Guard, Oracle RAC, опыт настройки отказоустойчивых конфигураций (Oracle или PostgreSQL). ","Эксплуатация СУБД. Осуществление плановых и внеплановых работ с системами, находящимися в зоне ответственности. Организация и осуществление аварийно-восстановительные работы в...",Полный день
77318734,Senior Telecom Engineer,Москва,,,,,ФИЛИАЛ ООО КИТАЙСКАЯ НАЦИОНАЛЬНАЯ ХИМИКО-ИНЖЕНЕРНАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ №7,VoIP telephony networks. <highlighttext>Data</highlighttext> Processing Center. Сlockification system. SMIS. Wireless Broadband <highlighttext>Data</highlighttext> Transmission System. Wireless <highlighttext>data</highlighttext> transmission network. IP-telephony. ,"...Work, Initial <highlighttext>Data</highlighttext>. Provide technical direction, guidance and demonstrated expertise in the development and implementation. Preparation of detail <highlighttext>engineering</highlighttext> documents...",Полный день
75616797,Ведущий инженер по информационной безопасности,Москва,,,,,Международная медиагруппа Россия сегодня (МИА Россия сегодня),"Высшее техническое образование, желательно в сфере ИБ. Опыт в обеспечении безопасности информационных инфраструктур (наличие опыта в обеспечении безопасности web приложений...","Развитие базовых процессов безопасности информационной инфраструктуры (network security, endpoint security, <highlighttext>data</highlighttext> security и т.д.). Участие в работах по выбору...",Полный день
73246610,Backend developer (Java),Москва,,,,,СберОбразование,Опыт разработки на Java в продуктовых компаниях от 3 лет. Знание принципов ООП и других принципов программирования. Уверенное знание SQL. ,"Ядро платформы: аккаунтинг, аутентификация, система доступа, система прав, мультитенантность, обработка персональных данных, нотификации. Маркетплейс: уведомления о курсах, боты в Telegram...",Гибкий график
76786050,IT recruiter (middle),Москва,100000.0,,RUR,False,Ekleft,У тебя есть понимание специфики IT-рынка. Ты обладаешь релевантным опытом работы в найме IT-специалистов (опыт работы в кадровом...,"Работа с IT вакансиями уровня Senior и Middle: backend/frontend/mobile developers, DevOps <highlighttext>engineer</highlighttext>, QA (manual, mobile), <highlighttext>Data</highlighttext> <highlighttext>engineer</highlighttext>, Аналитики...",Полный день
76853834,Ведущий инженер,Москва,,,,,билайн,"Понимание TCP/IP,RFC1918,DNS,DHCP и другие сетевые технологии. Понимание, что такое HTTP, SSL, REST API, POST GET...","Решение инцидентов тт (по написанным скриптам). Контроль метрик, по дашбордам Grafana/аллерты. Обслуживание не типичного серверного оборудования (ферма облачных касс...",Полный день
77092668,Инженер эксплуатации,Москва,,,,,билайн,Опыт работы с Linux от 3х лет. Оркестратор Kubernetes. Опыт работы с приложениями на Java. Преимуществом будет:,"Участие в разработке и дальнейшей эксплуатации разрабатываемой MDM системы. Поддержа Dev, Test, UAT стендов. Настройка мониторинга и продумывание точек мониторинга. ",Удаленная работа
76781207,Senior php developer/Team Lead,Санкт-Петербург,200000.0,,RUR,True,boombate,"Однако на текущий момент с PHP соскочить не получится. Желателен опыт big <highlighttext>data</highlighttext> MySQL, хайлоада у нас нет, но есть...","Руководство командой разработки (разработчики бэкэнд. Разработчики фронтэнд, разработчики мобильных приложений, <highlighttext>инженеры</highlighttext> по тестированию, проектировщик интерфейсов). Контроль за эффективностью команды. ",Удаленная работа
76823144,IT рекрутер,Екатеринбург,,,,,Unity in Development,"Наши ожидания. Hard skills: Опыт закрытия сложных IT вакансий. Будет плюсом – понимание области ИБ. Опыт проведения интервью по компетенциям, понимание...","Закрытие IT вакансий в командах UDV. Профиль вакансий: разработка, тестирование, аналитики, <highlighttext>инженеры</highlighttext>, дизайн, <highlighttext>data</highlighttext> scientist, commercial . Задачи в части IT...",Полный день
77453057,Руководитель отдела разработки ПО,Москва,350000.0,450000.0,RUR,False,Insentry.,Опыт коммерческой разработки от 4 лет обязателен. Какие знания/опыт потребуются: Опыт коммерческой разработки от 4 лет. Опыт управления командой...,"Планирование и оценка задач, формирование беклога команды. Взаимодействие с отделами DevOps, РП, <highlighttext>инженерами</highlighttext> по внедрению и тех поддержке.",Гибкий график
76460014,Архитектор по информационной безопасности / Инженер по информационной безопасности,Москва,,,,,АСТ,,Информационная безопасность (аудит и аутсорсинг информационной безопасности). Разработка программного обеспечения (Big <highlighttext>Data</highlighttext>; высоконагруженные системы с разнообразным стеком технологии). ,Полный день
77427463,Руководитель группы разработки,Москва,,,,,Рексофт,Готовность проводить до 1/4 рабочего времени в командировках. Опыт работы с командами <highlighttext>Data</highlighttext> Science / Machine Learning. Знания языка С...,Общение с заказчиком и руководство группой разработки. Разработка аппаратно-программных продуктов на базе промышленных ПК и микроконтроллеров. Отладка готового программного...,Полный день
73527822,SEO Specialist,Москва,,,,,Lanck Telecom,"3+ years of experience in effective search <highlighttext>engine</highlighttext> marketing, supported by success cases with key growth metrics. ",Develop and implement search <highlighttext>engine</highlighttext> marketing strategy for clients’ projects (mainly via google). Audit clients’ websites and recommend improvements to...,Полный день
76454324,Instrumentation Design Lead Engineer / Instrument Sector Installation Team Lead,Санкт-Петербург,,,,,Swift Technical,"Higher technical education in the field of automation of chemical and technological processes, computer technologies and automated systems. ","Work experience at construction sites (pre-design survey, collection of initial <highlighttext>data</highlighttext>, author supervision). Experience in reviewing the documentation of...",Полный день
67666738,Java разработчик в Tinkoff Black,Санкт-Петербург,,,,,Тинькофф,"Опыт программирования на Java от 3 лет. Опыт разработки на Spring Framework. Знание SQL, принципов работы реляционных и нереляционных БД. ","Активное взаимодействие с руководителем продукта, архитектором, аналитиками, <highlighttext>инженерами</highlighttext> по обеспечению качества и SRE для быстрой доставки качественных продуктовых фич. ",Полный день
73527823,SEO Specialist,Санкт-Петербург,,,,,Lanck Telecom,"3+ years of experience in effective search <highlighttext>engine</highlighttext> marketing, supported by success cases with key growth metrics. ",Develop and implement search <highlighttext>engine</highlighttext> marketing strategy for clients’ projects (mainly via google). Audit clients’ websites and recommend improvements to...,Полный день
77493537,Системный администратор,Москва,120000.0,140000.0,RUR,False,СЕЙЧАС,"Имеешь опыт с торговым оборудованием (принтеры, сканеры, КТТ, терминалы сбора данных).","Мы экономим время покупки с момента выбора товаров, с помощью адаптивной выдачи, до момента получения заказа клиентом в течение 1...",Полный день
77406013,Electrical Lead Engineer,Москва,,,,,ФИЛИАЛ ООО КИТАЙСКАЯ НАЦИОНАЛЬНАЯ ХИМИКО-ИНЖЕНЕРНАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ №7,Master Degree in Electrical <highlighttext>Engineering</highlighttext>. At least 5 years experience in Oil&Gas Industry or Power Industry. Experience in design...,"Provide inputs to the Design Basis, Scope of Work, Initial <highlighttext>Data</highlighttext>, Kick-off Meeting. Assist clients towards feasible options and...",Полный день
77206166,Руководитель проектов / Инженер (Менеджер),Москва,50000.0,100000.0,RUR,True,ГЕО ИННОТЕР,"Высшее образование в области геоинформационных систем, геоинформатики, аэрофотогеодезии или картографии. Английский язык (intermediate, ведение деловой переписки). Желательно: Знание продуктов Esri...","Проектная работа (взаимодействие с Блоком <highlighttext>инженеров</highlighttext> - картография, фотограмметрия, интерферометрия, космическая съемка, аэрофотосъемка, ГИС, тематический анализ, дешифрирование снимков ДЗЗ). ",Полный день
